category,name,lvl,Qu,speed code,AT,hits,PP,size,OB melee,OB missile,OB magic,Primary Attack,Secondary Attack,Tertiary Attack,DB,DBm,comment,Notes,enc,immune,weakness,piclink,spells,climate code,habitat code,frequency of encounter code,measurement
ape,UVAG-AAK,6,,MD/MF,3,140,,M,,,,90MBa,65LGr,85LBi,20,,"Blood-drinking apes of the Tanturak jungle of the Mumakan in southernmost Endor, the mysterious Uvag-Aak successfully defeated the Men and Elves who sought to settle in the region. Intensely territorial, they will not range out of their jungle territories unless food becomes scarce. Blood is their primary and preferred form of nutrition, but when times get lean, they will eat the flesh of their victims as well. Uvag-Aak are very protective of their own and will exact a horrible vengeance on any who dare kill one of their kind, making sure that the blood- drained corpses of their victims are placed where other would-be Uvag-Aak exterminators can see them.","Aggressive. Apes. If LGr grasps foe, use LBi.",1-5,,,/home/mongol/git/rpg-tools/src/data/default/pics_nsc/default.jpg,,hn,FMDJR,7,5-6ft tall
pukel creature,COLBRAN,,,,,,,,,,,,,,,,"Colbran are unseen until activated. Their 'spirits' inhabit stone or metal, causing it to glow with a faint blue light that betrays their presence to the very few who know of the existence of these beings. When awakened, they take the form of attenuated manlike beings who glow with such a fierce blue light that they are difficult to gaze upon. These creations are the strongest and most clever of the works of the Drúedain and the Daen Coentis. Colbran are the closest thing, perhaps, to demons that has ever been created (rather than summoned) by mortal Man. Some can even cast balls of lightning or lightning bolts. Darkness-producing spells have little or no effect on the intense glare of a Colbran, although the equally intense natural Utterdarkness of other enchanted beings may weaken (dim) or vanquish (extinguish) them. There is a 25% chance that any unenhanced weapon will shatter when striking a Colbran, causing one to ten +0 sling attacks to anyone within a 30ft radius.",,,,,/home/mongol/git/rpg-tools/src/data/default/pics_nsc/default.jpg,,all,E,8,l0ft tall
pukel creature,HURNDAEN,,,,,,,,,,,,,,,,"Hurndaen look like iron pillars unless disturbed. Then they become iron manlike forms, attacking as Mendaen (see below) but with even more deadly effect. Like Mensharag (see below), they can reconstitute themselves, but this process takes at least 50 years of undisturbed repose.",,,,,/home/mongol/git/rpg-tools/src/data/default/pics_nsc/default.jpg,,all,E,8,l2ft tall
pukel creature,HURNKENNEC,,,,,,,,,,,,,,,,"Basically giant spiders of iron, Hurnkennec look like lumps of ore until aroused. They climb walls and ceilings and may attack by dropping upon their victims and crushing them, as well as striking with their pincer-mouths and the slashing spines on their long legs. Like Hurndaen, the can recompose.",,,,,/home/mongol/git/rpg-tools/src/data/default/pics_nsc/default.jpg,,hnawmskcf,E,8,body diameter 2ft/legs 7ft long
pukel creature,MENDAEN,,,,,,,,,,,,,,,,,,,,,/home/mongol/git/rpg-tools/src/data/default/pics_nsc/default.jpg,,,,,
pukel creature,MENSHARAG,,,,,,,,,,,,,,,,,,,,,/home/mongol/git/rpg-tools/src/data/default/pics_nsc/default.jpg,,,,,
pukel creature,PÛKEL-MEN,,,,,,,,,,,,,,,,,,,,,/home/mongol/git/rpg-tools/src/data/default/pics_nsc/default.jpg,,,,,
pukel creature,SILENT WATCHERS,,,,,,,,,,,,,,,,,,,,,/home/mongol/git/rpg-tools/src/data/default/pics_nsc/default.jpg,,,,,
riding / draft animal,Andamundar,7,,FA/FA,12,325,,H/La,,,,80HBa,80HHo,80HTs,30,,"The Andamunda (Q. 'Elephant'; pl. 'Andamundar'; lit. 'Longsnouted') is the smaller and more numerous cousin of the famous Mûmak (see below). Like all of its cousins, it has thick, pillarlike legs and flat, padded feet. Its loose skin and large ears (which flap) provide the Andamunda with excellent heat regulation, enabling it to adapt to a variety of ecosystems. The creature's most notable feature, however, is undoubtedely its trunk: an enlongated nose and upper lip that serves as both a sensory organ and as a prehensile grasping tool. An Andamunda uses its trunk to smell, gather food, drink, and as a weapon in combat. Andamundar also have a pair of long tusks that they use in melees, but these giant teeth primarily serve as digging tools. Since Andamundar subsist on roots, shoots, twigs, fruit, leaves, and other edible vegetation, the tusks act as picks. A typical Andamunda eats about 400 pounds of food each day, cutting with the tusks, grasping with its trunk, and placing the food in its mouth. Aside from one or two rest periods at night and a midday break, the great beast is always active, roaming about with a swinging gait in a constant search for security and food. This continual plodding, though, belies the Andamunda's strength as a swift, agile runner. If aroused, it can run down and gore or bash a relatively quick foe. Unlike the Mûmak, the Andamunda has a slightly humped back and one (as opposed to two or three) fingerlike extension at the base of its trunk. It also has a gland at the side of its head that enables it to secrete, and divest itself of, scented waste. (This process usually occurs during the beast's midday repose.) Like Mûmakil female Andamundar travel in herds led by an elder matriarch. Each female bears but one offspring at a time (after 21 months gestation) and raises her calf for twenty-four to thirty months. Common to the Shay lands, Jojojopo, and the regions around the Bay of Ormal in southern Middle-earth, Andamundar are dome ticated by a variety of cultures. They are used less frequently that the Mûmakil as riding animals, but they are much easier to tame.",Normal. Elephants. carry capacity: 1000 Ib.,2-20,,,/home/mongol/git/rpg-tools/src/data/default/pics_nsc/default.jpg,,hnwms,FMCDPIX,2,18-22ft long /  10-13ft at shoulder
riding / draft animal,Devevi (runners),4,,MF/MF,3,130,,L,,,,30MBi,25MBa,-,30,,"The Devevi (Ap. 'Camels'; sing. 'Deve') of southern and central Endor are hardy animals who store water in their stomach linings and can go for long periods without drinking. Their humps absorb heat and metabolize fat to provide energy and water, while their wide foot pads enable them to walk on soft, sandy soil. With a complex, three-chambered stomach that permits digestion of virtually any vegetation, the Deve is ideally adapted lor life in the desert. A Deve has no need to sweat because of its refined temperature regulation system. It can lose over a quarter of its body weight without suffering and it can restore this weight in an orgy of drinking lasting only ten minutes. A thirsty Deve can intake about 7-8 gallons of water in a minute. There are two subgroups of Devevi: the runners and the workers. The former are light, graceful mounts built for riding and speed. The latter are thickly-built, slow-moving creatures capable of bearing heavy loads. Although both varieties are easy to domesticate and extremely well-suited to their appointed purpose, all Devevi are somewhat loud and filthy. They spit on the unwary and are virtually impossible to keep clean. The most prized of these creatures is the rare Deve Póa, the twohumped beast bred in and around the desert city of Tûll Póac in Far Harad. A hardy Deve originally haling from the Yellow Mountains of southern Endor, it is adapted for both temperature extremes. It grows a shaggy coat whenever the weather is cold, shedding its thick, wooly fur whenever the climate is warmer. The Deve Póa of the hotter deserts are virtually naked. They are more docile than other Devevi, and much more comfortable to ride. Besides having a natural saddle, Deve Póa move with a smooth, rolling gait—the result of being able to lift both legs on one side at a time.","Normal. Camels, carry capacity: 225 Ib.",1-10,,,/home/mongol/git/rpg-tools/src/data/default/pics_nsc/default.jpg,,nas,BFZHPINX,8,7ft
riding / draft animal,Devevi (workers),3,,MD/MD,3,110,,L,,,,40MBi,30MBa,-,10,,"The Devevi (Ap. 'Camels'; sing. 'Deve') of southern and central Endor are hardy animals who store water in their stomach linings and can go for long periods without drinking. Their humps absorb heat and metabolize fat to provide energy and water, while their wide foot pads enable them to walk on soft, sandy soil. With a complex, three-chambered stomach that permits digestion of virtually any vegetation, the Deve is ideally adapted lor life in the desert. A Deve has no need to sweat because of its refined temperature regulation system. It can lose over a quarter of its body weight without suffering and it can restore this weight in an orgy of drinking lasting only ten minutes. A thirsty Deve can intake about 7-8 gallons of water in a minute. There are two subgroups of Devevi: the runners and the workers. The former are light, graceful mounts built for riding and speed. The latter are thickly-built, slow-moving creatures capable of bearing heavy loads. Although both varieties are easy to domesticate and extremely well-suited to their appointed purpose, all Devevi are somewhat loud and filthy. They spit on the unwary and are virtually impossible to keep clean. The most prized of these creatures is the rare Deve Póa, the twohumped beast bred in and around the desert city of Tûll Póac in Far Harad. A hardy Deve originally haling from the Yellow Mountains of southern Endor, it is adapted for both temperature extremes. It grows a shaggy coat whenever the weather is cold, shedding its thick, wooly fur whenever the climate is warmer. The Deve Póa of the hotter deserts are virtually naked. They are more docile than other Devevi, and much more comfortable to ride. Besides having a natural saddle, Deve Póa move with a smooth, rolling gait—the result of being able to lift both legs on one side at a time.","Normal. Camels, carry capacity: 400 Ib.",1-10,,,/home/mongol/git/rpg-tools/src/data/default/pics_nsc/default.jpg,,nas,BFZHPINX,8,8ft
riding / draft animal,Elven Horses,10,,BF/VF,4,180,,L/1,,,,95MCr,80MTs,75MBi,60,,"The Horses of the Elves, like the Mearas (see below), are directly descended from Nahar, the steed of Oromë, Huntsman of the Valar. Nahar is, of course, immortal; however, his descendants are not, but Elvish Horses nevertheless live to great age (100 years is not unusual). These Horses differ in many subtle but important ways from their lesser kindred. First, they rarely have white markings, except for an occasional white 'star' on the forehead. Large white patches (of the kind that lead Horses to be called 'painted,' 'piebald,' or 'skewbald') are never seen. However, all other colors to be found in lesser Horses are also found in Elven Horses, except that white and silvery dappled gray are more common among this breed. Second, these Horses prefer to live in wooded areas, as the Elves do themselves, rather than the plains that are home to most Horses. Third, Elven Horses are more intelligent than most Horses. There is no need to rise them with a bit or bridle, for they are empathetic and perceptive enough to receive directions from their riders without these crude devices. Although an Elven Horse might consent to wear a saddle to aid an ailing or disabled rider, most Elves do without. Finally, Elven Horses stand staunchly in the face of dangers that would terrify most Horses. They are brave even in the face of supernatural terrors such as Trolls and the Undead. (shortend see p. 60)",Normal. Intelligent. Carry capacity: 450 Ib.,1-2,,,/home/mongol/git/rpg-tools/src/data/default/pics_nsc/default.jpg,,wmk,FMCDPE,2,7-8ft
riding / draft animal,Horses of Mordor,9,,VF/VF,4,210,,L/1,,,,110LCr,95LTs,special,50,,"The forces of Evil, most notably the corrupted Maia Sauron, have bent Horses to their nefarious purposes, just as they have other forms of life. Sauron originally had his Nazgûl mounted on black Horses stolen as foals and thus accustomed to evil creatures and surroundings at an early age. These beasts were also fortified somewhat by spells and potions to make them swift, tireless, and unafraid of things that would terrify a normal steed. Sauron was unable to breed a strain of Horses shaped to his will. By the end of the Third Age, however, the Dark Lord had succeeded in reshaping some of the stolen foals. These unfortunate creatures were enlarged and strengthened, given carnivorous foreteeth, fiery, night-sighted eyes, and steaming, smoking breath. Their faces became skull-like, and their hooves were like polished iron. One of these twisted creatures was the mount of the Mouth of Sauron, Lieutenant of the Tower of Barad-dûr. (shortend see p. 61)",Hostile. Vicious. carry capacity: 600 Ib.,1-9,,,/home/mongol/git/rpg-tools/src/data/default/pics_nsc/default.jpg,,nas,BFHP,8,8-9ft
riding / draft animal,Losandamundar,7,,FA/FA,12,350,,H/La,,,,85HBa,85HHo,85HTs,25,,"The rare white, long-haired Losandamunda (Q. 'Snow Elephant') of the Far North is related to the Andamunda of southern Endor (see above). These furry behemoths, though, are rarely domesticated. Instead, they are worshipped (notably by the Uax, but also by the Myri and Angela tribes) or hunted (notably by the eastern Lossoth and Lotan).",Normal. Elephants. carry capacity: 1100 Ib.,2-10,,,/home/mongol/git/rpg-tools/src/data/default/pics_nsc/default.jpg,,ktcf,FMCDIX,2,18-22ft
riding / draft animal,Marsh Ponies,2,,FA/MF,3,100,,M,,,,30MBa,30LTs,-,20,,"Also called the Perroch-i-Lin, the Marsh Pony is a short, sturdy beast with relatively wide hooves and powerful lungs. Most are grey, and all have a long, silky mane.",Normal. Sturdy. carry capacity: 200 Ib.,1-10,,,/home/mongol/git/rpg-tools/src/data/default/pics_nsc/default.jpg,,mskt,FMHP,6,5-6ft
riding / draft animal,Mearas,8,,VF/VF,4,170,,L,,,,100MCr,80MTs,70MBi,50,,"These Horses are among the most noble of the Endorian beasts. They were unknown as a breed before ca. T.A. 2545, the approximate date that the first breeding herd was fully established in Rohan by Eorl the Young. However, individual Mearas were to be found in Middle-earth before that date. They are commonly (and correctly) believed to be the descendants of Nahar, the Steed of Oromë, as are the Elven Horses (see above). The progenitor of the breed of Fearas in Rohan was Felaróf, who was white. Such was his strength as an ancestor that most of his descendants are white or dappled gray. All Mearas, regardless of their color, share Felaróf's other characteristics. They understand human speech, can be ridden without saddle or bridle (although they will tolerate such devices if needed), and live to a great age — eighty years is not unusual. (shortend see p. 62)",Normal. Intelligent. carry capacity: 450 Ib.,1-2,,,/home/mongol/git/rpg-tools/src/data/default/pics_nsc/default.jpg,,mskt,FMHP,6,7-8ft
riding / draft animal,Mûmakil (Oliphants),7,,MF/FA,12,400,,H/La,,,,95HBa,95HHo,95HTs,25,,"The huge, fearsome, and majestic Mûmak (W. 'Oliphaunt'; P. 'Tembo'; pl. 'Tembovi') is a close relative of the Andamunda (Elephant) and is often referred to as the Gorsandamunda (Q. 'Giant Elephant'). It is the 'lord' of Endor's southern wilds. Growing up to thirty feet in length and standing up to 17ft in height at the shoulder, they have few foes. Fortunately for their rivals, though, Mûmakil are vegetarians. They rest in the midday heat and occasionally relax at night, but most of the time they roam in search of nutritious roots, leaves, shoots, twigs, and fruits. Using their agile trunks and huge tusks, which grow as long as 7', they can reach through narrow clefts and dig through the toughest soils. These social beasts travel in herds and adapt well (albeit reluctantly) to domestication. When aroused though, they can be deadly fighters. Both the Ûsakani and the Mûmakani have long prized them as mounts for war. Unlike lesser elephantine beasts, the Mûmak relish battle and bloodshed. The Haradrim build great fighting towers to place on the backs of these largest of domesticated beasts and decorate the legs and tusks of the Mûmakil as well. A Mûmak fully arrayed for battle is an awesome, glorious, and terrifying sight. The thick hides of Mûmakil make them almost invulnerable to arrows, except for their eyes, but when blinded in this fashion, they often run mad with pain, trampling and destroying everything in their paths.",Normal. Elephants. carry capacity: 1400 Ib.,1-10,,,/home/mongol/git/rpg-tools/src/data/default/pics_nsc/default.jpg,,hnwm,FLQHP,6,12-15ft
riding / draft animal,Wild Horses,4,,FA/FA,3,120,,L,,,,40MCr,30MTs,40SBi,40,,"The Wild Horse, or Horse of the Plains (S. 'Rechelaid'), make good mounts, although they are hard to break. Much used by Easterlings, they are now herded in Calenardhon (Rohan). A few may be found in the marshes, for they do not mind swimming.",Normal. Hardy. Carry capacity: 300 Ib.,1-20,,,/home/mongol/git/rpg-tools/src/data/default/pics_nsc/default.jpg,,wmk,BFMPD,7,6-7ft
riding / draft animal,Zûrafy,6,,MF/FA,3,135,,L,,,,75MH0,60MCr,50MTs,45,,"The Zûrafy (V. 'Tallnecks'; sing. 'Zûrafa') of Nûrad, northern Chey, and the Talathrant Valley resemble stout giraffes with long, spikelike horns. They are related to Deer and feed on the foliage, fruit, and buds found in the upper part of trees or tall scrub. In harsher locales, a Zûrafa will stoop to eat grasses, and herds of the beasts have been known to devastate crops. The Nûriags, Variags, and Chey use the Zûrafy as mounts, for they are swift, fearless, and exceedingly fierce combatants. Because of their limited numbers and the difficulty in capturing and domesticating them, though, only small numbers of the beasts have been employed outside the circles of royalty. Most Zûrafy have a whitish or light tan coat and brown and white striped legs. Their horns are covered with short, white hair which they never shed. The rare, omnivorous, nocturnal Variag Zûrafa is jet black.","Normal. Deer-like, carry capacity: 400 Ib.",1-10,,,/home/mongol/git/rpg-tools/src/data/default/pics_nsc/default.jpg,,nas,BFZDHPINX,4,9-l4ft
undead,BARROW WIGHTS,15,,SL/VF,1,165,,M/La,,,,100we,90LBa,special,75,,"These strong yet miserable remnants commonly haunt their own tombs in areas affected by and afflicted with evil power. They, appear as dark, shadowy forms with glowing lights for eyes. They attempt to capture living beings and sacrifice them to whatever evil power they now worship (in Middle-earth, usually Morgoth), thus gaining the life energy of the victims, which is what Wights 'feed' on. As they draw energy, they become more corporeal, showing hands like claws and faces like skulls. If seen with magical means, they appear as faded, pale versions of their former living selves. They possess a 60-ft radius 'Fear' spell that is an intrinsic facet of their being; in addition, they can either paralyze or use sorcerous sleep on their victims to keep them immobile while the Wights drain 5 constitution points per round. When all of the victim's constitution is gone, he dies. Barrow Wights can use the actual weapons and magical items buried with them; unlike lesser undead beings, they will remember to do so, and quite effectively, too.",Protective. They haunt their own tombs.,1,,,/home/mongol/git/rpg-tools/src/data/default/pics_nsc/default.jpg,,all,Q,6, 5-7ft
undead,CORPSE CANDLES,7,,-/-,1,100,,M/I,,,,spell,special,-,30,,"Undead spirits. Corpse Candles can create the illusion of being a whole, healthy creature by cloaking the hideous remains of its once-living body. They lurk in water and exudes a beckoning light that magically attracts victims. Those seeing the glow must resist a 7th level spell, with failure resulting in the victim falling into a deadly trance. (He then has 4 pts CO drained each round until death.) Corpse Candles and Corpse Lanterns are lesser and greater manifestations of the same basic sort. They are remnants of those who, already lying unquiet, were flooded in their graves.",Cruel. Drain 4 CO/rnd (1 target).,1,,,/home/mongol/git/rpg-tools/src/data/default/pics_nsc/default.jpg,,hnwmskt,FMCDHJPEQRY,7, 5-7ft
undead,CORPSE LANTERNS,10,,-/-,1,135,,M/II,,,,spell,special,-,40,,"Corpse Lanterns, being both stronger and more intelligent than Corpse Candles, weave a stronger and more alluring web, appearing whole and wholesome above the waters of the marsh or swamp, and seeming to the victim to be something that would attract his attention. The visions vary according to the victim, and several unfortunates gazing upon the same Corpse Lantern may see different things: the lusty warrior may see a buxom wench with a lantern, searching for something; the compassionate Healer a lost child with a lamp; the suspicious thief a fat merchant with a purse that could use lightening, engaged in burying more treasure in the safe embrace of the marsh. Thus the Corpse Lantern entices its victims to a death by drowning, enabling the undead remnant to drain 5 Co points per round in the interim.",Cruel. Drain 5 CO/rnd (1 target).,1,,,/home/mongol/git/rpg-tools/src/data/default/pics_nsc/default.jpg,,hnwmskt,FMCDHJPEQRY,7, 5-7ft
undead,GHOSTS (lesser),5,,FA/FA,1,100,,M/La,,,,60MBa,50we,special,30,,"These can be the most powerful of undead, save the Nazgûl (see below). They are totally energy, having no physical component at all, and are activated solely by the presence of living beings of the same type that they once were (most often Men). They appear as they remember themselves being, with varying degrees of effectiveness: lesser Ghosts often neglect pertinent details, such as appropriate clothing for the occasion. They also do not realize that, since their appearence is nothing but illusion, their will can affect it. A Ghost who wishes to be larger and more menacing is so, with nothing but a thought. Greater Ghosts, whose instincts are under more control, avoid this giveaway and behave in a very lifelike manner, enabling them to drain the constitution (and hence lite energy) of a victim while engaging him in conversation or merely being near him. It is a strange fact that most Ghosts seem not to realize that they are dead; often, if they can be convinced of their true nature, they will dissipate and go forth to their appointed rest. (Note that Elves do not have Ghosts, since their spirits always know where to go. It is notable that Elves do not fear Ghosts, perhaps for this reason). However, Ghosts are remarkably impervious to reason on this score (How would you. Reader, react if someone insisted that you were dead?), and would-be persuaders are well-warned that there is no way that the Ghost can avoid draining their life-energy, any more than they themselves can avoid having their hearts beat. Anyone near enough to a Ghost to speak to it is near enough to be drained. Some Ghosts are bound to a place or object that was very important to them in life or that figured strongly in their deaths: a sentry killed while guarding a crucial post, for instance, whose spirit remains 'on duty' long after the fortress that he guarded has fallen to ruins; the murder victim haunting the gold that she was killed for; the child plague victim still holding fast to the wooden doll that comforted its last hours.",Belligerent. Drain 3 CO/rnd (l0'R).,1,,,/home/mongol/git/rpg-tools/src/data/default/pics_nsc/default.jpg,,all,Q,6, 4-8ft
undead,GHOSTS (greater),15,,VF/VF,1,165,,M/La,,,,110we,90LBa,special,50,,"These can be the most powerful of undead, save the Nazgûl (see below). They are totally energy, having no physical component at all, and are activated solely by the presence of living beings of the same type that they once were (most often Men). They appear as they remember themselves being, with varying degrees of effectiveness: lesser Ghosts often neglect pertinent details, such as appropriate clothing for the occasion. They also do not realize that, since their appearence is nothing but illusion, their will can affect it. A Ghost who wishes to be larger and more menacing is so, with nothing but a thought. Greater Ghosts, whose instincts are under more control, avoid this giveaway and behave in a very lifelike manner, enabling them to drain the constitution (and hence lite energy) of a victim while engaging him in conversation or merely being near him. It is a strange fact that most Ghosts seem not to realize that they are dead; often, if they can be convinced of their true nature, they will dissipate and go forth to their appointed rest. (Note that Elves do not have Ghosts, since their spirits always know where to go. It is notable that Elves do not fear Ghosts, perhaps for this reason). However, Ghosts are remarkably impervious to reason on this score (How would you. Reader, react if someone insisted that you were dead?), and would-be persuaders are well-warned that there is no way that the Ghost can avoid draining their life-energy, any more than they themselves can avoid having their hearts beat. Anyone near enough to a Ghost to speak to it is near enough to be drained. Some Ghosts are bound to a place or object that was very important to them in life or that figured strongly in their deaths: a sentry killed while guarding a crucial post, for instance, whose spirit remains 'on duty' long after the fortress that he guarded has fallen to ruins; the murder victim haunting the gold that she was killed for; the child plague victim still holding fast to the wooden doll that comforted its last hours.",Belligerent. Drain 5 CO/rnd (10'R),1,,,/home/mongol/git/rpg-tools/src/data/default/pics_nsc/default.jpg,,all,Q,6, 4-8ft
undead,GHOULS (lesser),1,,SL/MF,4,25,,M/I,,,,25SBa,30SCl,20SBi,10,,"Ghouls are disgusting animated corpses that have the lengthened teeth and nails considered typical of a one- or two-month old corpse. They are preserved by the conditions around them, either tannin-loaded swampy water or drying winds, and they are animated by some evil power. Stupid and remembering little if any of their past, Ghouls are dominated by thoughts of hunger for energy and defense of their territory. The average Ghoul simply rushes at its victims, tearing with teeth and nails. Their gruesome appearance instills Fear (victims must make a successful RR or flee), while their filthy and rotting bodies create wounds that often (01-30) become infected.",Protective. Stupid. infects wounds. ,1-10,,,/home/mongol/git/rpg-tools/src/data/default/pics_nsc/default.jpg,,all,Q,6, 4-8ft
undead,GHOULS (greater),3,,MD/MF,4,50,,M/I,,,,40SBa,50SCl,45we,10,,"Ghouls are disgusting animated corpses that have the lengthened teeth and nails considered typical of a one- or two-month old corpse. They are preserved by the conditions around them, either tannin-loaded swampy water or drying winds, and they are animated by some evil power. Stupid and remembering little if any of their past, Ghouls are dominated by thoughts of hunger for energy and defense of their territory. The average Ghoul simply rushes at its victims, tearing with teeth and nails. Their gruesome appearance instills Fear (victims must make a successful RR or flee), while their filthy and rotting bodies create wounds that often (01-30) become infected.",Protective. Supid. infects wounds. ,1-5,,,/home/mongol/git/rpg-tools/src/data/default/pics_nsc/default.jpg,,all,Q,6, 4-8ft
undead,LESINAVI,2,,MD/MF,1,50,,M/I,,,,80MBa,30SBi,-,20,,"The Lesinavi (Ap. 'Corpses'; sing. 'Lesina') haunt the dry tracts of land that surround Raj in western Far Harad. These wilds have served as unmarked graves to thousands over the centuries. Gruesome beings, Lesinavi retain the bodies they held in life. Desiccated and hardened by the desert sun, they lurk in the caves of dry hills or among the dunes of the desert. In some cases, where groups have died together, a number of these ghoul-like monsters prowl the wastes together. Lesinavi are unreasoning and mute, but their condition has instilled in them an abiding hatred for all living men. Their dried eyes see the life-energy of their victims as painful light against a barely perceived landscape. Knowing neither pain nor fear, reason nor strategy, they strike with their teeth and claws — felling a victim and tearing him apart. Lesinavi do not suffer from stun or bleeding criticals, but they can be damaged by weapons. They are completely immune to all spells that attack the mind or spirit, however they are otherwise vulnerable to spells.",Belligerent. Ghoul-like desert monsters. ,1-10,,,/home/mongol/git/rpg-tools/src/data/default/pics_nsc/default.jpg,,as,WZ,8, 5-7ft
undead,MEWLIPS,4,,FA/MD,1,60,,M/II,,,,50we,75MBi,special,35,,"Mewlips are an evil, semi-legendary race of exceedingly rare, cannibalistic spirits. These shadowy spirits exist to drink blood, which they need almost as much as other undead need life-energy. Denizens of graveyards, ruins, and other pleasant sites, they are often found surprisingly near inhabited areas, especially if they have not found much sustenance farther afield lately. Mewlips are rare even for Undead. Fond of the most noisome and darkest swamps and marshes, they have a silent tread and strangling hands, although they typically use jagged weapons of rusty steel or stone. They are deceptively human in appearance: however, their backs are horribly hunched and their skin shines with a clammy, greenish-brown palor. Even their ragged clothing is moist and foul. Mewlips feed on most anything and they covet shiny objects, especially things of gold. It is said that such items remind them of uncursed life, of the nature of being snot in the thrall of Darkness.",Evil. Semi-Aquatic Undead. ,2-20,,,/home/mongol/git/rpg-tools/src/data/default/pics_nsc/default.jpg,,hnwmskt,FMCDHJPEQRY,8, 6-11ft
undead,SAND DEVILS,3,,FA/FA,1,75,,L/La,,,,special,-,-,10,,"Men who die in desert storms have been known to linger on in Middle-earth as tortured spirits known as Sand Devils. They maintain a semi-material form with the appearance of miniature, sand-choked whirlwinds, and travel across the open wastes of the desert searching aimlessly for lives which they can end. Their form also makes for perfect camouflage in their environment, since ordinary whirlwinds are not at all uncommon in the region. A Sand Devil attacks by enveloping its prey inside its cloud-like body, clogging the foes eyes, ears, mouth, and nose with a mass of swirling sand. The sand also tears at the victim's flesh (delivering one point of damage in each of the first two rounds, two in the third and forth, four in the fifth and sixth, and so forth). Sand Devils are susceptible to magical attacks, but they are most vulnerable to water. The contents of a waterskin. when thrown on a Sand Devil's dry body, will have the effect of a +10 Fireball. Any magical attacks from water-based spell lists will have triple effect. For this reason, many experienced Haradan travellers journeying across the Mirror of Fire or the Dune Sea carry their water bottles open and ready, figuring that the loss of water is worth the insurance.",Hostile Whirlwind. attacks as sandblast.,1-10,,,/home/mongol/git/rpg-tools/src/data/default/pics_nsc/default.jpg,,as,WZ,8, 5-7ft
undead,SKELETONS (minor),1,,VS/MD,1,25,,M/I,,,,25we,40MBa,-,0,,"Skeletons are similar to Ghouls, except that they have been picked clean of all flesh. Somehow their bleached bones hang together, animated by evil forces. While not as inherently disgusting as Ghouls, the sight of an animated Skeleton bearing weapons is still terrifying. The common Skeleton attacks alter the manner of a Ghoul, rushing headlong at its foe and using its teeth and claws. Skeleton Lords often bear the weapons that were buried with them and can utilize simple magical items. Having no organs or blood. Skeletons are not affected by bleeding criticals, and all Puncture criticals become Crushes.",Hostile. Will attack until destroyed. ,2-20,,,/home/mongol/git/rpg-tools/src/data/default/pics_nsc/default.jpg,,all,UVWELQRY,6, 5-7ft
undead,SKELETONS (lesser),3,,MD/MF,1,55,,M/I,,,,40we,50MBa,-,10,,"Skeletons are similar to Ghouls, except that they have been picked clean of all flesh. Somehow their bleached bones hang together, animated by evil forces. While not as inherently disgusting as Ghouls, the sight of an animated Skeleton bearing weapons is still terrifying. The common Skeleton attacks alter the manner of a Ghoul, rushing headlong at its foe and using its teeth and claws. Skeleton Lords often bear the weapons that were buried with them and can utilize simple magical items. Having no organs or blood. Skeletons are not affected by bleeding criticals, and all Puncture criticals become Crushes.",Hostile. Will attack until destroyed. ,1-10,,,/home/mongol/git/rpg-tools/src/data/default/pics_nsc/default.jpg,,all,UVWELQRY,6, 5-7ft
undead,SKELETONS (greater),5,,MF/FA,1,100,,M/I,,,,50we,60MBa,-,30,,"Skeletons are similar to Ghouls, except that they have been picked clean of all flesh. Somehow their bleached bones hang together, animated by evil forces. While not as inherently disgusting as Ghouls, the sight of an animated Skeleton bearing weapons is still terrifying. The common Skeleton attacks alter the manner of a Ghoul, rushing headlong at its foe and using its teeth and claws. Skeleton Lords often bear the weapons that were buried with them and can utilize simple magical items. Having no organs or blood. Skeletons are not affected by bleeding criticals, and all Puncture criticals become Crushes.",Hostile. Will attack until destroyed. ,1-5,,,/home/mongol/git/rpg-tools/src/data/default/pics_nsc/default.jpg,,all,UVWELQRY,6, 5-7ft
undead,SKELETONS (lord),8,,MF/VF,1,135,,M/II,,,,90we,70LBa,spells,70,,"Skeletons are similar to Ghouls, except that they have been picked clean of all flesh. Somehow their bleached bones hang together, animated by evil forces. While not as inherently disgusting as Ghouls, the sight of an animated Skeleton bearing weapons is still terrifying. The common Skeleton attacks alter the manner of a Ghoul, rushing headlong at its foe and using its teeth and claws. Skeleton Lords often bear the weapons that were buried with them and can utilize simple magical items. Having no organs or blood. Skeletons are not affected by bleeding criticals, and all Puncture criticals become Crushes.",Hostile. Casts 'Fear' (10'R).,1,,,/home/mongol/git/rpg-tools/src/data/default/pics_nsc/default.jpg,,all,UVWELQRY,6, 5-7ft
undead,SPECTERS (lesser),5,,FA/VF,1,150,,L/II,,,,40 Shock Bolt (5‘),special,-,100,,"Uncommon in Middle-earth, Specters are cold, white, incorporeal figures akin to Ghosts. Victims killed by Specters frequently become Specters themselves. The Balrog of Moria, for instance, had his minions throw captives into caverns and pits known to be haunted by these creatures. The Specters' need for energy is so great that even the lesser kind drain 8 points of constitution per round. They cannot be affected by nonmagical weapons because of their insubstantial nature. The Specters of Moria can cast Shock Bolts, in addition to their energydraining abilities.",Hostile. Drain 8 CO/rnd (10'R).,1,,,/home/mongol/git/rpg-tools/src/data/default/pics_nsc/default.jpg,,all,UVWELQRY,6, 5-7ft
